Job_ID,Job_Title,Company,Location,Salary,Experience,Skills,Education,Job_Type,Posted_Days_Ago,Applicants,Rating,Department,Industry,Status
5888,power bi developer ,AnalyticsHub,,,,"Pandas, NumPy, SQL, Machine Learning",B.Tech,Remote,117,245,2.7,Analytics,Healthcare,Open
5889,Data Scientist,ByteWorks,Indore,5.8 LPA,Fresher,"Power BI, Pandas, Azure, SQL, Statistics, NumPy",MCA,Remote,180,481,4.2,Business,Finance,Open
5890,SQL Developer,AnalyticsHub,Chennai,,1-3,"Python, Tableau, Power BI, Excel",MCA,Contract,104,311,4.7,IT,Healthcare,Open
5891,Power BI Developer,InsightIQ, indore ,913032,0-2,"SQL, Statistics, Python, Azure",BCA,Remote,25,304,3.4,IT,Finance,On Hold
5892,Business Analyst,SmartSoft,Indore,1121166,0-2,"Azure, Python, Tableau",BCA,Full Time,66,293,4.0,AI,IT,On Hold
5893,Business Analyst,AnalyticsHub,Pune,,3-6,"NumPy, Machine Learning, Pandas, Power BI, Excel, Python",M.Tech,Internship,27,357,2.9,IT,Healthcare,On Hold
5894,data analyst ,SmartSoft, ,,3-6,"Power BI, Python, SQL, Statistics, Tableau",B.Tech,Contract,154,350,4.0,IT,Healthcare,On Hold
5895,ML Engineer,FutureAI,Indore,1304497,1-3,"Tableau, Azure, SQL, Excel",BCA,Contract,118,92,2.8,Business,Healthcare,Open
5896,Data Engineer,ByteWorks,Pune,1749920,Fresher,"Pandas, NumPy, Machine Learning, Azure",,Contract,24,415,4.0,Business,E-commerce,Closed
5897,business analyst ,DataCorp,,,2-5,"NumPy, Pandas, Python, Azure, Statistics",,Contract,153,157,2.5,IT,IT,On Hold
5898,Business Analyst,ByteWorks,hyderabad ,348379,3-6,"SQL, Tableau, Excel, Pandas, Machine Learning, NumPy",,Contract,37,437,3.3,Business,Finance,On Hold
5899,BI Developer,AnalyticsHub,Bhopal,1133184,1-3,"NumPy, Pandas, SQL",MCA,Full Time,91,375,4.9,Business,IT,Closed
5900,BI Developer,FutureAI,Delhi,,2-5,"Tableau, Python, Statistics, SQL, Azure",M.Tech,Contract,177,313,3.6,Analytics,Healthcare,Closed
5901,ML Engineer,TechNova,Mumbai,3.0 LPA,0-2,"Statistics, SQL, Tableau, Pandas, Excel, NumPy",B.Tech,Remote,144,396,4.9,Data Engineering,Finance,On Hold
5902,Business Analyst,DataCorp,Pune,,1-3,"Power BI, Python, NumPy, Machine Learning",MCA,Full Time,40,197,4.7,Data Engineering,IT,On Hold
5903,Data Engineer,AnalyticsHub,hyderabad ,,2-5,"NumPy, Tableau, Pandas",MCA,Internship,64,385,3.8,Data Engineering,Retail,Closed
5904,Power BI Developer,AnalyticsHub,Indore,,3-6,"Power BI, Azure, Excel, Tableau, Python",MCA,Contract,170,490,3.4,Business,E-commerce,Open
5905,Data Scientist,AnalyticsHub,Hyderabad,1235032,0-2,"Excel, Statistics, Python, Machine Learning, Azure, NumPy",BSc,Internship,57,222,4.4,Data Engineering,Finance,Open
5906,Business Analyst,TechNova,Bengaluru,11.8 LPA,1-3,"Statistics, Azure, Power BI, Machine Learning",B.Tech,Internship,76,156,3.7,AI,E-commerce,Closed
5907,ML Engineer,FutureAI,Bhopal,1764471,,"Statistics, Excel, Power BI, Tableau, SQL, Azure",,Contract,133,363,4.4,AI,Finance,Open
5908,data analyst ,TechNova,Hyderabad,,2-5,"Power BI, Azure, Excel, Tableau, Pandas",M.Tech,Full Time,64,486,4.3,Business,IT,Closed
5909,BI Developer,FutureAI,Chennai,,5+,"Machine Learning, NumPy, Power BI",BCA,Full Time,64,450,3.6,Data Engineering,Finance,Closed
5910,BI Developer,ByteWorks,Pune,,,"Python, Pandas, Machine Learning, Excel, SQL, NumPy",B.Tech,Full Time,71,251,4.0,Analytics,E-commerce,Open
5911,SQL Developer,DataCorp,Chennai,5.5 LPA,0-2,"Statistics, Excel, Power BI, Machine Learning, Python",BSc,Contract,39,69,3.1,IT,Healthcare,On Hold
5912,ML Engineer,TechNova,Indore,8.2 LPA,1-3,"NumPy, SQL, Pandas, Python",BSc,Remote,59,344,2.6,IT,E-commerce,On Hold
5913,SQL Developer,TechNova,Delhi,,0-2,"Python, Power BI, Azure, NumPy, Pandas",BSc,Internship,145,45,3.8,Business,Finance,Closed
5914,Business Analyst,ByteWorks,Bhopal,14.5 LPA,2-5,"Power BI, Python, Excel, NumPy",B.Tech,Remote,170,210,3.6,Business,Healthcare,On Hold
5915,Data Scientist,ByteWorks,Delhi,6.6 LPA,0-2,"NumPy, Azure, Python, Power BI, Tableau",BCA,Internship,113,124,4.2,Analytics,Finance,On Hold
5916,ML Engineer,DataCorp,Indore,,5+,"Pandas, Power BI, Azure, Machine Learning, Tableau, Python",MCA,Full Time,168,165,4.9,AI,Healthcare,On Hold
5917,SQL Developer,VisionData,Bengaluru,12.4 LPA,2-5,"Tableau, Azure, Machine Learning, NumPy, SQL",M.Tech,Internship,27,286,4.0,Analytics,Finance,Closed
5918,BI Developer,TechNova,Pune,,,"Pandas, Machine Learning, Azure",BCA,Full Time,30,396,3.1,IT,Retail,Open
5919,SQL Developer,VisionData,Bhopal,,2-5,"Python, Azure, NumPy, Statistics",MCA,Full Time,65,163,3.8,Business,Healthcare,On Hold
5920,Data Analyst,FutureAI,Pune,9.0 LPA,Fresher,"Tableau, Azure, Pandas, Python",BCA,Internship,64,242,2.5,AI,Retail,Closed
5921,BI Developer,InsightIQ,Delhi,,5+,"Tableau, SQL, NumPy, Power BI",MCA,Full Time,164,498,3.1,Data Engineering,IT,On Hold
5922,business analyst ,FutureAI,Bhopal,,Fresher,"SQL, Machine Learning, NumPy, Python, Statistics",B.Tech,Contract,140,271,3.9,Data Engineering,Finance,On Hold
5923,Power BI Developer,FutureAI,Indore,,3-6,"Power BI, Tableau, Python, Pandas, Excel, Azure",BCA,Full Time,18,347,4.3,Business,Retail,Open
5924,Business Analyst,ByteWorks,Bhopal,3.9 LPA,1-3,"Statistics, Excel, Tableau",BSc,Full Time,34,29,4.0,AI,Healthcare,Open
5925,Business Analyst,SmartSoft,Indore,520992,5+,"Excel, SQL, Python, Azure, NumPy",M.Tech,Remote,41,262,2.8,Data Engineering,IT,Closed
5926,ML Engineer,FutureAI,Bengaluru,,0-2,"Python, Excel, Power BI, Statistics",MCA,Internship,145,299,2.6,IT,E-commerce,Closed
5927,BI Developer,TechNova,Chennai,,0-2,"SQL, Azure, Power BI",B.Tech,Contract,27,169,3.8,IT,Finance,Open
5928,ml engineer ,TechNova,Bhopal,1451067,Fresher,"Tableau, SQL, Azure, Power BI, Excel",B.Tech,Internship,13,270,4.9,Data Engineering,E-commerce,On Hold
5929,ML Engineer,VisionData,Bhopal,1635690,2-5,"Excel, Pandas, Azure",BCA,Internship,58,173,3.9,Business,Retail,Open
5930,Business Analyst,TechNova,Mumbai,319750,5+,"Azure, Statistics, NumPy, Power BI",BCA,Contract,75,161,4.6,Data Engineering,Healthcare,Closed
5931,Business Analyst,SmartSoft,Pune,1792321,1-3,"NumPy, Power BI, Azure",B.Tech,Remote,94,193,2.9,IT,Healthcare,Closed
5932,sql developer ,DataCorp,Bhopal,,5+,"Excel, Tableau, Power BI, Python, NumPy, SQL",B.Tech,Contract,122,225,3.1,Data Engineering,Healthcare,On Hold
5933,Power BI Developer,AnalyticsHub,Pune,1069079,1-3,"Tableau, Excel, Python, Power BI",BSc,Internship,101,441,3.4,Data Engineering,Retail,Closed
5934,Business Analyst,VisionData,Bengaluru,5.0 LPA,0-2,"Python, NumPy, Machine Learning",B.Tech,Internship,45,411,4.9,Analytics,Finance,Closed
5935,Data Analyst,InsightIQ,Hyderabad,,2-5,"Machine Learning, NumPy, Statistics",,Internship,159,167,3.0,IT,Finance,Open
5936,Data Engineer,SmartSoft,Pune,,,"Tableau, NumPy, Pandas",M.Tech,Internship,99,466,2.8,Data Engineering,Retail,Closed
5937,Power BI Developer,TechNova,Bhopal,,2-5,"NumPy, Power BI, Azure, SQL, Statistics, Tableau",MCA,Contract,167,386,4.6,AI,Retail,Open
5938,Data Analyst,ByteWorks,Indore,1189931,1-3,"SQL, NumPy, Azure, Power BI",M.Tech,Internship,138,307,5.0,AI,Retail,Open
5939,Data Engineer,DataCorp,Bhopal,,3-6,"Statistics, Tableau, SQL",MCA,Internship,109,479,4.0,Analytics,Retail,Closed
5940,Data Scientist,FutureAI,Mumbai,,3-6,"Azure, Excel, Pandas, Python, Statistics, SQL",,Internship,145,416,2.7,Business,Finance,Open
5941,sql developer ,VisionData,Bengaluru,337757,5+,"SQL, Tableau, Machine Learning, Power BI, Excel",M.Tech,Full Time,56,359,4.8,Data Engineering,IT,On Hold
5942,Business Analyst,DataCorp,Hyderabad,,1-3,"Tableau, NumPy, Python, Excel, Statistics",,Contract,175,485,4.0,Business,Healthcare,On Hold
5943,Data Engineer,ByteWorks,Mumbai,14.4 LPA,5+,"Machine Learning, Excel, Tableau, NumPy",M.Tech,Internship,47,37,4.2,Business,Finance,On Hold
5944,Data Scientist,AnalyticsHub,Mumbai,4.9 LPA,Fresher,"Statistics, NumPy, SQL, Python",M.Tech,Internship,40,466,4.1,IT,Finance,On Hold
5945,Data Analyst,SmartSoft,Bengaluru,1683298,2-5,"Azure, SQL, Pandas, Machine Learning, Excel",BSc,Contract,54,314,4.5,IT,IT,Closed
5946,Data Engineer,SmartSoft,Pune,,3-6,"SQL, Python, Tableau",,Contract,116,272,4.7,Business,Retail,Closed
5947,Data Engineer,TechNova,Bengaluru,,,"Python, NumPy, SQL, Tableau, Azure",BCA,Internship,50,148,3.2,Data Engineering,Retail,Open
5948,Power BI Developer,DataCorp,hyderabad ,1313815,Fresher,"Machine Learning, Azure, Statistics, Excel, Pandas, Python",M.Tech,Contract,111,15,4.0,AI,Retail,Closed
5949,ML Engineer,AnalyticsHub,Mumbai,1734298,3-6,"Statistics, Python, Tableau, NumPy, SQL",B.Tech,Remote,173,172,3.2,Analytics,IT,On Hold
5950,Power BI Developer,FutureAI,Indore,,2-5,"Power BI, Tableau, SQL, Python",BCA,Contract,156,268,4.5,Data Engineering,IT,On Hold
5951,BI Developer,FutureAI,Bhopal,11.5 LPA,0-2,"SQL, Python, Power BI, NumPy, Statistics",MCA,Full Time,107,239,2.8,Business,E-commerce,On Hold
5952,Business Analyst,FutureAI,Hyderabad,14.1 LPA,1-3,"NumPy, Power BI, Python, Pandas, Machine Learning, Excel",MCA,Full Time,25,483,3.5,Analytics,Retail,Open
5953,SQL Developer,AnalyticsHub,Hyderabad,10.7 LPA,0-2,"Statistics, NumPy, SQL, Tableau",MCA,Remote,104,410,3.0,Business,Finance,Open
5954,Data Analyst,FutureAI, indore ,,2-5,"Python, Excel, Pandas, Machine Learning, Azure, Statistics",BCA,Internship,124,493,4.3,IT,E-commerce,On Hold
5955,Data Engineer,TechNova,Chennai,1276395,Fresher,"Python, Machine Learning, Azure, Tableau",,Remote,152,470,2.7,Data Engineering,IT,On Hold
5956,BI Developer,VisionData,Chennai,,5+,"Statistics, Azure, Excel, Pandas, Power BI",MCA,Contract,38,47,2.5,IT,IT,On Hold
5957,sql developer ,DataCorp,Bhopal,,,"Tableau, Excel, Python",,Full Time,104,25,4.8,Analytics,Finance,Closed
5958,Data Engineer,InsightIQ,Chennai,,Fresher,"Machine Learning, Excel, Azure, SQL, Pandas, NumPy",,Internship,60,496,3.5,Business,E-commerce,Closed
5959,bi developer ,DataCorp,hyderabad ,,5+,"Azure, Tableau, SQL",BSc,Remote,127,498,3.8,AI,Retail,Closed
5960,business analyst ,DataCorp,Chennai,,1-3,"Excel, NumPy, Machine Learning, Pandas, Python, Azure",M.Tech,Internship,162,97,4.3,AI,Retail,Closed
5961,SQL Developer,InsightIQ,Indore,1235623,,"Excel, Azure, SQL, NumPy, Power BI, Tableau",MCA,Full Time,171,499,3.2,Data Engineering,E-commerce,Closed
5962,Data Analyst,DataCorp,Pune,,2-5,"SQL, Power BI, Pandas, Statistics",,Full Time,132,417,4.2,Business,E-commerce,Open
5963,Data Scientist,SmartSoft,Mumbai,1387408,Fresher,"NumPy, Azure, Tableau",MCA,Remote,98,400,4.1,IT,Healthcare,Open
5964,Data Scientist,ByteWorks,Pune,,Fresher,"Azure, Python, Excel, Power BI, Tableau, Statistics",BCA,Internship,145,479,2.9,AI,Retail,Open
5965,BI Developer,VisionData,Delhi,,Fresher,"Power BI, SQL, Excel, Python, Azure, Machine Learning",B.Tech,Contract,151,317,2.7,IT,Retail,Closed
5966,data engineer ,ByteWorks,Pune,,Fresher,"NumPy, Power BI, Azure, Machine Learning, Python, Statistics",BSc,Contract,142,111,3.6,AI,Retail,On Hold
5967,Data Analyst,FutureAI,Bengaluru,,Fresher,"Pandas, Tableau, NumPy",,Internship,48,376,4.3,Data Engineering,Finance,Open
5968,Data Scientist,VisionData,Pune,,0-2,"Power BI, Pandas, Python, Statistics, Machine Learning",B.Tech,Internship,66,192,3.8,AI,Finance,On Hold
5969,BI Developer,TechNova,Mumbai,1651722,2-5,"Tableau, NumPy, Statistics, Machine Learning, Python",BCA,Contract,139,256,3.2,AI,Healthcare,On Hold
5970,SQL Developer,TechNova,Pune,,2-5,"Power BI, Tableau, Pandas",BCA,Full Time,134,290,2.9,Analytics,Finance,Open
5971,Data Analyst,AnalyticsHub,Indore,1437983,,"Excel, Machine Learning, Statistics",M.Tech,Full Time,59,87,4.5,AI,Healthcare,Open
5972,Data Scientist,FutureAI,Pune,,1-3,"Tableau, Azure, Statistics, Pandas, NumPy, Power BI",M.Tech,Contract,124,313,4.7,IT,Healthcare,Closed
5973,Data Scientist,SmartSoft,Bengaluru,,0-2,"Azure, NumPy, Machine Learning",BSc,Contract,10,301,2.8,IT,IT,Open
5974,SQL Developer,DataCorp,Mumbai,,0-2,"Power BI, Azure, Machine Learning, Python, NumPy",MCA,Remote,62,362,3.5,Data Engineering,Retail,Open
5975,SQL Developer,InsightIQ,Indore,,2-5,"Tableau, Machine Learning, Python",MCA,Contract,51,412,4.7,Data Engineering,E-commerce,Open
5976,SQL Developer,TechNova,Hyderabad,,,"Power BI, Statistics, NumPy, Tableau",MCA,Remote,91,329,3.8,Analytics,Finance,Closed
5977,Data Engineer,TechNova,Indore,,3-6,"Statistics, Machine Learning, Python, Excel",BSc,Internship,148,362,3.8,Data Engineering,Retail,Open
5978,Data Scientist,DataCorp,Bengaluru,,1-3,"NumPy, Python, Excel, Machine Learning, Power BI",M.Tech,Internship,159,231,2.6,Data Engineering,Finance,On Hold
5979,ML Engineer,VisionData,Delhi,,0-2,"Pandas, Statistics, Python",,Full Time,59,361,4.9,IT,IT,Closed
5980,Data Engineer,VisionData,Chennai,447541,0-2,"Pandas, Machine Learning, Power BI",BSc,Internship,104,288,5.0,Data Engineering,IT,Open
5981,SQL Developer,ByteWorks,Delhi,,0-2,"Statistics, NumPy, Machine Learning, Power BI, Tableau",,Internship,131,471,4.8,Data Engineering,Finance,Open
5982,SQL Developer,DataCorp,Indore,1519078,2-5,"Excel, Machine Learning, Pandas, Tableau",BCA,Remote,64,191,3.4,IT,E-commerce,Open
5983,ML Engineer,SmartSoft,,,0-2,"Power BI, Azure, SQL",MCA,Full Time,64,209,3.2,Data Engineering,Retail,On Hold
5984,Data Engineer,InsightIQ,Hyderabad,,5+,"NumPy, Statistics, Azure, SQL",MCA,Internship,8,472,4.7,IT,Retail,Closed
5985,Power BI Developer,InsightIQ,PUNE,,Fresher,"Statistics, Power BI, Excel, Tableau, Pandas, Python",,Full Time,96,190,4.7,Data Engineering,Healthcare,Open
5986,SQL Developer,DataCorp,Delhi,1144166,5+,"Power BI, Pandas, NumPy, Tableau",BSc,Remote,154,149,3.8,Analytics,IT,Open
5987,BI Developer,AnalyticsHub,Mumbai,,,"Pandas, NumPy, Excel, Machine Learning, Tableau",MCA,Remote,87,315,3.1,Business,Finance,Open
5988,Power BI Developer,DataCorp,hyderabad ,459946,,"Machine Learning, Power BI, Tableau, NumPy",MCA,Remote,133,44,3.8,IT,E-commerce,Open
5989,Business Analyst,TechNova, ,12.6 LPA,2-5,"Machine Learning, NumPy, Pandas, Power BI, Tableau",M.Tech,Internship,139,188,3.7,AI,E-commerce,On Hold
5990,Data Engineer,ByteWorks,Mumbai,,Fresher,"Python, Machine Learning, Excel, Tableau, Pandas",B.Tech,Remote,24,37,3.6,Data Engineering,E-commerce,Closed
5991,ML Engineer,SmartSoft,Pune,,,"Azure, Tableau, SQL, NumPy, Machine Learning",MCA,Full Time,47,329,3.9,Data Engineering,Finance,Open
5992,Business Analyst,TechNova,Mumbai,1780812,2-5,"Machine Learning, Excel, Power BI, Azure, Pandas, Statistics",M.Tech,Full Time,113,203,3.2,Business,Retail,Open
5993,Data Analyst,FutureAI,Hyderabad,9.0 LPA,Fresher,"Tableau, Machine Learning, Azure, NumPy",,Full Time,50,75,2.7,IT,Finance,Open
5994,Data Analyst,AnalyticsHub,Pune,328458,1-3,"Machine Learning, Excel, NumPy, Pandas, Power BI",BSc,Full Time,60,117,2.9,IT,Healthcare,On Hold
5995,Power BI Developer,AnalyticsHub,Pune,1541122,3-6,"NumPy, Azure, Excel, SQL, Statistics",M.Tech,Contract,34,460,4.8,Data Engineering,Retail,Closed
5996,Data Engineer,FutureAI,Pune,666332,2-5,"SQL, Azure, Statistics, NumPy",M.Tech,Contract,5,7,4.6,Data Engineering,Retail,On Hold
5997,Power BI Developer,DataCorp,PUNE,1000212,5+,"Pandas, Statistics, NumPy, SQL, Excel",BCA,Remote,167,178,3.1,Business,Healthcare,Open
5998,BI Developer,AnalyticsHub,Pune,,2-5,"Tableau, Python, Machine Learning",BCA,Contract,13,450,4.4,IT,Retail,Open
5999,ML Engineer,TechNova,Hyderabad,,0-2,"Azure, Python, Excel, NumPy, Tableau, Statistics",MCA,Full Time,134,360,3.1,Data Engineering,Finance,Open
6000,Business Analyst,SmartSoft,Delhi,,Fresher,"Machine Learning, Python, NumPy, Azure, Statistics, Tableau",BCA,Contract,108,51,4.2,Business,Finance,On Hold
6001,ML Engineer,TechNova,hyderabad ,,Fresher,"Excel, Machine Learning, Statistics, NumPy, Azure, SQL",M.Tech,Remote,23,397,2.6,Business,Retail,Closed
6002,SQL Developer,DataCorp,Bhopal,15.0 LPA,5+,"Statistics, Python, Machine Learning, Azure",BCA,Full Time,180,437,3.4,Analytics,Healthcare,On Hold
6003,SQL Developer,ByteWorks,Bhopal,,0-2,"Azure, SQL, Tableau, Statistics, NumPy, Power BI",M.Tech,Internship,172,440,4.5,AI,Healthcare,Open
6004,Power BI Developer,ByteWorks,Chennai,,1-3,"Tableau, Machine Learning, Azure, Pandas",BSc,Full Time,23,237,4.7,Analytics,E-commerce,Closed
6005,BI Developer,InsightIQ,Bhopal,,1-3,"Python, Excel, Azure, SQL, NumPy",B.Tech,Full Time,106,240,4.2,Data Engineering,Healthcare,Open
6006,Power BI Developer,ByteWorks,PUNE,1615673,,"Power BI, Python, Excel, Statistics",BCA,Internship,16,49,3.1,IT,IT,Closed
6007,SQL Developer,InsightIQ,Hyderabad,1501849,0-2,"Tableau, Azure, SQL, Power BI",,Internship,157,300,2.8,AI,Finance,Closed
6008,Data Engineer,FutureAI,Bhopal,,5+,"Pandas, SQL, Power BI",B.Tech,Remote,91,66,3.8,Analytics,IT,On Hold
6009,Business Analyst,AnalyticsHub,Hyderabad,13.1 LPA,5+,"Power BI, Pandas, SQL, Statistics, Python, Excel",B.Tech,Remote,128,278,3.8,Analytics,IT,Closed
6010,SQL Developer,VisionData,Mumbai,13.1 LPA,Fresher,"Power BI, NumPy, SQL, Azure",MCA,Full Time,54,182,2.6,Data Engineering,Retail,On Hold
6011,ML Engineer,FutureAI,,984314,5+,"Tableau, Azure, Pandas, SQL, Power BI, Excel",BSc,Contract,4,289,3.6,IT,Healthcare,Closed
6012,Business Analyst,DataCorp,Indore,400453,,"NumPy, Statistics, Python",MCA,Full Time,64,428,4.1,Data Engineering,Finance,On Hold
6013,Data Scientist,TechNova,Indore,851370,2-5,"Statistics, Pandas, Python, Machine Learning",M.Tech,Contract,77,253,4.5,IT,E-commerce,Closed
6014,SQL Developer,FutureAI,Hyderabad,931283,Fresher,"Pandas, SQL, Azure",BSc,Remote,116,338,4.1,IT,E-commerce,Closed
6015,Power BI Developer,FutureAI,PUNE,,1-3,"SQL, Excel, Power BI, Tableau",M.Tech,Internship,115,241,4.1,AI,Retail,Open
6016,BI Developer,SmartSoft,Chennai,457930,Fresher,"Machine Learning, Pandas, Power BI",MCA,Remote,42,209,4.3,IT,Finance,Closed
6017,ML Engineer,TechNova,Pune,,2-5,"NumPy, Power BI, SQL, Python",,Full Time,25,463,4.9,AI,Healthcare,Open
6018,Data Scientist,AnalyticsHub, ,16.9 LPA,3-6,"Machine Learning, Azure, Excel",MCA,Contract,125,341,3.4,Data Engineering,Retail,On Hold
6019,SQL Developer,InsightIQ,Indore,,Fresher,"Tableau, SQL, NumPy, Statistics",M.Tech,Remote,128,230,2.9,AI,IT,On Hold
6020,Data Scientist,InsightIQ,Bhopal,,0-2,"SQL, NumPy, Tableau, Azure, Excel",MCA,Full Time,76,191,4.0,Analytics,E-commerce,Open
6021,Data Scientist,InsightIQ,Bhopal,,5+,"Power BI, NumPy, Machine Learning, Tableau",BSc,Remote,150,461,4.4,Analytics,IT,On Hold
6022,Power BI Developer,SmartSoft,Bhopal,,,"SQL, Azure, NumPy, Pandas, Excel",B.Tech,Remote,19,150,2.6,Analytics,Healthcare,Closed
6023,Data Scientist,ByteWorks, indore ,,3-6,"Statistics, SQL, Machine Learning, Excel, NumPy, Power BI",,Internship,164,76,3.6,IT,Retail,On Hold
6024,BI Developer,DataCorp,Chennai,308398,2-5,"Power BI, Pandas, Statistics, Azure",BCA,Contract,110,364,4.9,IT,IT,Open
6025,sql developer ,VisionData,Mumbai,,3-6,"SQL, Python, Tableau",BCA,Remote,103,254,2.8,Data Engineering,Retail,Open
6026,Business Analyst,ByteWorks,Bhopal,1490783,5+,"Pandas, Statistics, Tableau, Power BI, Excel, Azure",MCA,Internship,2,449,3.7,Analytics,Retail,On Hold
6027,Data Analyst,InsightIQ,Delhi,324150,5+,"Excel, Machine Learning, Pandas, SQL, NumPy",BSc,Full Time,23,280,2.6,Data Engineering,IT,Closed
6028,SQL Developer,InsightIQ,Bhopal,15.0 LPA,1-3,"Statistics, Machine Learning, Pandas, SQL, Azure",MCA,Remote,4,15,4.7,Data Engineering,Finance,On Hold
6029,SQL Developer,FutureAI,Delhi,,3-6,"Excel, Python, Statistics, NumPy, SQL, Azure",BCA,Full Time,35,452,2.9,Data Engineering,Retail,Closed
6030,BI Developer,ByteWorks,Chennai,3.9 LPA,1-3,"Excel, Python, SQL, Azure, Pandas",MCA,Contract,43,366,3.1,IT,IT,On Hold
6031,ML Engineer,VisionData,Mumbai,6.4 LPA,,"Power BI, Machine Learning, Pandas",MCA,Remote,19,20,3.2,Analytics,Healthcare,On Hold
6032,Data Scientist,VisionData,Delhi,,5+,"SQL, Machine Learning, Azure, Pandas, NumPy, Tableau",MCA,Contract,47,131,3.3,Analytics,Healthcare,Closed
6033,ML Engineer,SmartSoft,Bengaluru,,3-6,"SQL, Pandas, Machine Learning, Python, Power BI",BCA,Internship,39,323,4.6,AI,Healthcare,Open
6034,Data Analyst,FutureAI,Indore,,1-3,"Python, Pandas, Tableau",,Remote,22,387,3.9,Business,Retail,On Hold
6035,Business Analyst,TechNova,Pune,,0-2,"Pandas, Machine Learning, Statistics, Python",MCA,Remote,26,302,2.8,IT,Finance,On Hold
6036,Business Analyst,AnalyticsHub,Chennai,706334,0-2,"Pandas, Statistics, Power BI, Azure, Excel, NumPy",B.Tech,Remote,171,375,4.4,IT,Retail,Open
6037,ML Engineer,AnalyticsHub,hyderabad ,,5+,"Pandas, Tableau, NumPy, Azure",,Internship,134,339,3.8,AI,E-commerce,Closed
6038,BI Developer,TechNova,Pune,799110,,"Statistics, NumPy, Pandas, Python",,Contract,38,379,4.2,Data Engineering,Healthcare,Open
6039,ML Engineer,VisionData,Mumbai,5.2 LPA,2-5,"Pandas, Machine Learning, Statistics, Tableau, NumPy, Python",B.Tech,Remote,179,245,3.0,IT,Finance,Closed
6040,Business Analyst,VisionData,Indore,1784796,1-3,"Excel, SQL, NumPy, Tableau",,Contract,145,360,2.8,IT,IT,Open
6041,Power BI Developer,SmartSoft, ,,Fresher,"Excel, Statistics, Pandas",MCA,Internship,7,125,4.7,AI,Retail,Open
6042,Data Engineer,VisionData,Bengaluru,9.9 LPA,1-3,"Azure, Statistics, NumPy",M.Tech,Contract,164,284,3.6,Data Engineering,E-commerce,On Hold
6043,data analyst ,VisionData,Bengaluru,,5+,"Statistics, Azure, Pandas, Python, SQL",BSc,Contract,103,203,4.7,Data Engineering,Retail,Closed
6044,Data Analyst,SmartSoft,Chennai,1157019,1-3,"NumPy, Tableau, Machine Learning, Python, Power BI",,Internship,117,329,3.1,Data Engineering,Finance,Closed
6045,data analyst ,SmartSoft,Hyderabad,1680221,,"Machine Learning, NumPy, Pandas",MCA,Remote,59,372,3.9,Data Engineering,IT,Open
6046,BI Developer,DataCorp,Bhopal,,,"Machine Learning, NumPy, Pandas",BSc,Internship,60,241,3.6,Business,E-commerce,On Hold
6047,Power BI Developer,InsightIQ,Hyderabad,,3-6,"Pandas, NumPy, Power BI",MCA,Internship,20,460,4.1,Analytics,Healthcare,Open
6048,SQL Developer,ByteWorks,Hyderabad,,0-2,"Excel, Statistics, SQL, Tableau",BSc,Full Time,75,141,2.6,Analytics,IT,Open
6049,BI Developer,InsightIQ,Bengaluru,863445,2-5,"Python, NumPy, Pandas, Tableau, Azure",B.Tech,Remote,137,363,3.9,Analytics,Healthcare,Open
6050,Data Engineer,ByteWorks,Indore,,3-6,"Excel, NumPy, Python, Statistics",,Contract,68,155,3.3,Data Engineering,E-commerce,Closed
6051,BI Developer,FutureAI,Hyderabad,13.5 LPA,5+,"Machine Learning, Statistics, Pandas, Power BI",M.Tech,Internship,178,496,2.8,Data Engineering,Finance,Closed
6052,ML Engineer,InsightIQ,Mumbai,1743370,3-6,"Pandas, Azure, Tableau, NumPy, Machine Learning",BSc,Full Time,66,21,4.5,Business,Healthcare,On Hold
6053,Data Scientist,ByteWorks,Bhopal,561411,Fresher,"Machine Learning, Pandas, Azure, Python, SQL",BSc,Internship,135,186,4.4,Business,IT,Open
6054,Business Analyst,FutureAI,Delhi,878337,1-3,"Pandas, NumPy, Machine Learning, Statistics, Excel",M.Tech,Contract,16,166,2.7,Data Engineering,IT,Open
6055,Business Analyst,InsightIQ, indore ,1017239,,"Power BI, Azure, Python, Tableau",B.Tech,Remote,84,400,3.5,Analytics,E-commerce,Open
6056,Power BI Developer,InsightIQ,Chennai,,,"NumPy, Azure, Excel, SQL",B.Tech,Internship,129,132,2.6,AI,Healthcare,Closed
6057,sql developer ,VisionData,,10.1 LPA,3-6,"Excel, Power BI, NumPy, SQL",B.Tech,Internship,168,493,3.1,Analytics,Retail,Open
6058,Data Engineer,FutureAI,Indore,7.8 LPA,0-2,"Machine Learning, Excel, NumPy, Power BI, Statistics",MCA,Contract,36,235,4.5,Analytics,E-commerce,Closed
6059,Data Analyst,InsightIQ,Indore,,5+,"SQL, Tableau, Machine Learning, Azure, Excel",BSc,Full Time,32,179,2.7,AI,Healthcare,Closed
6060,Data Scientist,DataCorp,Indore,,5+,"Tableau, Statistics, NumPy, Python, Azure, Machine Learning",B.Tech,Contract,81,7,3.6,Business,IT,Closed
6061,Data Scientist,FutureAI,Bengaluru,,3-6,"NumPy, Power BI, SQL",BSc,Internship,37,6,2.9,Business,Retail,Closed
6062,Data Engineer,InsightIQ,Pune,,2-5,"Tableau, SQL, Python, Azure, Pandas",BSc,Full Time,103,128,4.6,Analytics,E-commerce,On Hold
