Job_ID,Job_Title,Company,Location,Salary,Experience,Skills,Education,Job_Type,Posted_Days_Ago,Applicants,Rating,Department,Industry,Status
8187,SQL Developer      ,DataCorp    ,Pune      ,694500,0-2    ,"Statistics, Excel, Machine Learning, SQL                      ",M.Tech,Full Time ,165,108,4.6,Data Engineering,Healthcare,Closed 
8190,BI Developer       ,SmartSoft   ,Delhi     ,733800,Fresher,"Python, Pandas, SQL, Statistics, Tableau                      ",B.Tech,Remote    ,165,40,3.2,IT              ,IT        ,Open   
8191,Business Analyst   ,InsightIQ   ,Indore    ,761200,Fresher,"NumPy, Pandas, Power BI, Machine Learning, Statistics, Excel  ",B.Tech,Full Time ,47,435,3.0,Data Engineering,Retail    ,Open   
8193,Data Scientist     ,DataCorp    ,Bhopal    ,1152900,2-5    ,"Power BI, NumPy, Azure                                        ",BCA   ,Internship,57,404,3.8,Analytics       ,Healthcare,Open   
8194,ML Engineer        ,TechNova    ,Bengaluru ,908500,2-5    ,"SQL, Excel, Python                                            ",BCA   ,Internship,25,211,3.5,AI              ,Finance   ,Open   
8197,Power BI Developer ,TechNova    ,Hyderabad ,1150100,5+     ,"SQL, Statistics, Power BI, Azure, Machine Learning            ",M.Tech,Remote    ,41,448,2.7,IT              ,IT        ,On Hold
8199,Data Scientist     ,ByteWorks   ,Pune      ,1241200,3-6    ,"Power BI, Python, Machine Learning, NumPy                     ",M.Tech,Full Time ,133,197,3.7,Data Engineering,Healthcare,Open   
8201,Data Engineer      ,SmartSoft   ,Chennai   ,938200,2-5    ,"Machine Learning, Statistics, NumPy, Power BI, Tableau, Pandas",B.Tech,Full Time ,156,25,3.2,Data Engineering,E-commerce,Closed 
8202,Data Scientist     ,DataCorp    ,Pune      ,1075000,Fresher,"Python, Excel, Tableau, Machine Learning                      ",M.Tech,Full Time ,69,98,4.8,Business        ,Retail    ,Open   
8203,Data Analyst       ,TechNova    ,Indore    ,695000,0-2    ,"Pandas, Excel, Power BI                                       ",B.Tech,Full Time ,115,497,4.4,Analytics       ,Finance   ,Closed 
8205,SQL Developer      ,ByteWorks   ,Pune      ,912000,0-2    ,"Pandas, Excel, Power BI, Azure                                ",MCA   ,Remote    ,103,428,3.5,Analytics       ,Healthcare,Open   
8210,Data Scientist     ,VisionData  ,Bengaluru ,622600,Fresher,"Machine Learning, Excel, Power BI, Python, Pandas             ",BSc   ,Internship,137,66,3.8,Analytics       ,IT        ,Closed 
8211,Business Analyst   ,FutureAI    ,Bhopal    ,692300,Fresher,"Pandas, Excel, Azure, NumPy, SQL, Tableau                     ",B.Tech,Remote    ,95,203,4.8,Data Engineering,E-commerce,On Hold
8215,BI Developer       ,DataCorp    ,Pune      ,630400,Fresher,"Statistics, Machine Learning, Python, Tableau, Power BI, Azure",B.Tech,Internship,88,466,4.3,Analytics       ,IT        ,On Hold
8216,Data Analyst       ,FutureAI    ,Chennai   ,790500,Fresher,"Machine Learning, Statistics, Excel, Power BI, NumPy, Pandas  ",B.Tech,Remote    ,18,238,4.5,IT              ,Retail    ,Open   
8217,BI Developer       ,TechNova    ,Pune      ,711500,Fresher,"Azure, Power BI, Machine Learning, NumPy                      ",BSc   ,Internship,79,53,4.5,Business        ,IT        ,Open   
8218,ML Engineer        ,InsightIQ   ,Pune      ,860300,2-5    ,"Tableau, Statistics, Excel, Azure, NumPy                      ",B.Tech,Internship,59,357,3.2,IT              ,IT        ,Closed 
8220,SQL Developer      ,ByteWorks   ,Bengaluru ,760200,0-2    ,"SQL, Python, Pandas, Azure                                    ",BSc   ,Internship,29,247,2.6,AI              ,Healthcare,Open   
8222,Business Analyst   ,ByteWorks   ,Bengaluru ,1176700,5+     ,"Python, SQL, Machine Learning                                 ",BSc   ,Contract  ,145,364,4.8,Business        ,IT        ,Closed 
8223,Data Analyst       ,TechNova    ,Hyderabad ,608100,0-2    ,"Tableau, Statistics, Azure                                    ",MCA   ,Remote    ,154,401,2.8,Data Engineering,Healthcare,On Hold
8226,SQL Developer      ,SmartSoft   ,Pune      ,632400,Fresher,"Statistics, NumPy, Power BI, SQL, Tableau, Python             ",B.Tech,Internship,101,233,4.3,Business        ,IT        ,Open   
8228,Data Engineer      ,TechNova    ,Pune      ,927100,Fresher,"Power BI, Statistics, Pandas, NumPy, Python, Machine Learning ",MCA   ,Full Time ,27,141,3.8,AI              ,IT        ,Closed 
8230,Data Scientist     ,SmartSoft   ,Hyderabad ,942200,1-3    ,"Azure, Power BI, Pandas, NumPy                                ",M.Tech,Internship,131,64,4.9,Business        ,Finance   ,On Hold
8232,Data Analyst       ,InsightIQ   ,Pune      ,950200,2-5    ,"Power BI, Pandas, NumPy, Excel, Statistics                    ",MCA   ,Full Time ,71,453,4.8,Data Engineering,E-commerce,On Hold
8233,SQL Developer      ,VisionData  ,Hyderabad ,826600,1-3    ,"NumPy, SQL, Python, Power BI                                  ",M.Tech,Contract  ,146,314,2.6,Data Engineering,Healthcare,On Hold
8235,Data Engineer      ,InsightIQ   ,Bengaluru ,955000,Fresher,"SQL, Power BI, Statistics                                     ",M.Tech,Contract  ,83,313,4.5,AI              ,Healthcare,Closed 
8237,ML Engineer        ,SmartSoft   ,Mumbai    ,638500,2-5    ,"Python, Azure, Tableau, Excel, SQL                            ",BSc   ,Internship,160,60,2.8,IT              ,E-commerce,On Hold
8238,Data Analyst       ,DataCorp    ,Bhopal    ,852200,3-6    ,"Statistics, NumPy, Excel, SQL                                 ",MCA   ,Contract  ,165,73,4.8,AI              ,Finance   ,Closed 
8241,Data Scientist     ,AnalyticsHub,Bhopal    ,1003000,1-3    ,"Machine Learning, Excel, NumPy                                ",BSc   ,Remote    ,59,44,3.1,Analytics       ,Finance   ,Closed 
8244,Data Analyst       ,InsightIQ   ,Chennai   ,811600,0-2    ,"Machine Learning, Power BI, Python, Pandas                    ",MCA   ,Remote    ,17,401,3.9,IT              ,Finance   ,Open   
8245,ML Engineer        ,DataCorp    ,Mumbai    ,836500,1-3    ,"SQL, Python, NumPy, Azure                                     ",B.Tech,Internship,10,212,4.6,IT              ,Finance   ,On Hold
8248,Business Analyst   ,TechNova    ,Hyderabad ,827400,3-6    ,"Tableau, Pandas, Machine Learning                             ",MCA   ,Internship,90,446,2.9,Data Engineering,Retail    ,Closed 
8249,Power BI Developer ,DataCorp    ,Delhi     ,1002800,5+     ,"Machine Learning, Tableau, SQL, Statistics                    ",MCA   ,Internship,128,332,2.8,AI              ,Finance   ,Open   
8253,Data Engineer      ,ByteWorks   ,Bengaluru ,828100,Fresher,"Power BI, NumPy, Azure                                        ",B.Tech,Contract  ,63,63,3.0,AI              ,Finance   ,Closed 
8254,Business Analyst   ,ByteWorks   ,Pune      ,728100,0-2    ,"Tableau, Machine Learning, Python, Excel, NumPy, Power BI     ",MCA   ,Remote    ,92,469,3.4,Data Engineering,Healthcare,On Hold
8258,Data Analyst       ,InsightIQ   ,Mumbai    ,576800,1-3    ,"NumPy, Machine Learning, Tableau, SQL, Python                 ",B.Tech,Internship,41,421,3.9,Business        ,E-commerce,Closed 
8260,BI Developer       ,ByteWorks   ,Bhopal    ,901800,0-2    ,"Machine Learning, Python, Azure, Statistics                   ",B.Tech,Remote    ,39,427,4.2,IT              ,Finance   ,Closed 
8266,ML Engineer        ,VisionData  ,Indore    ,522200,0-2    ,"Statistics, Pandas, Python                                    ",BSc   ,Internship,180,77,3.6,IT              ,Finance   ,Closed 
8275,Data Scientist     ,AnalyticsHub,Pune      ,950200,1-3    ,"Power BI, Statistics, Python, SQL, Azure, NumPy               ",MCA   ,Remote    ,101,283,2.6,Data Engineering,Finance   ,Closed 
8276,Business Analyst   ,DataCorp    ,Hyderabad ,629700,2-5    ,"Azure, Statistics, Machine Learning, Tableau, Power BI, Python",BSc   ,Internship,159,172,3.3,Analytics       ,Retail    ,Open   
8279,Business Analyst   ,TechNova    ,Bhopal    ,853200,1-3    ,"Power BI, Excel, Python, Pandas                               ",M.Tech,Contract  ,168,439,4.1,IT              ,Healthcare,Open   
8280,BI Developer       ,SmartSoft   ,Hyderabad ,980300,Fresher,"Azure, Machine Learning, SQL, Excel                           ",MCA   ,Remote    ,27,280,4.8,IT              ,E-commerce,Open   
8282,BI Developer       ,TechNova    ,Hyderabad ,684000,0-2    ,"Python, Azure, Pandas                                         ",MCA   ,Remote    ,133,76,2.6,AI              ,IT        ,Closed 
8286,BI Developer       ,DataCorp    ,Bhopal    ,636700,Fresher,"NumPy, Machine Learning, Pandas, Tableau, Python, Power BI    ",BSc   ,Remote    ,155,156,3.3,Data Engineering,Healthcare,Closed 
8288,Power BI Developer ,VisionData  ,Chennai   ,815600,Fresher,"Azure, Python, Tableau, Machine Learning, NumPy, Power BI     ",BSc   ,Full Time ,61,167,4.1,IT              ,Finance   ,On Hold
8290,Power BI Developer ,TechNova    ,Indore    ,1335600,5+     ,"NumPy, SQL, Excel                                             ",B.Tech,Remote    ,16,239,4.3,Analytics       ,Finance   ,On Hold
8292,SQL Developer      ,InsightIQ   ,Mumbai    ,663000,0-2    ,"SQL, Azure, NumPy, Pandas                                     ",BSc   ,Internship,141,179,4.8,IT              ,E-commerce,Open   
8293,Data Analyst       ,InsightIQ   ,Hyderabad ,939800,3-6    ,"Python, Statistics, Power BI, NumPy                           ",BSc   ,Full Time ,105,3,4.6,IT              ,Finance   ,Open   
8296,Power BI Developer ,ByteWorks   ,Bengaluru ,1165900,3-6    ,"Tableau, Power BI, Azure, Excel, Machine Learning             ",B.Tech,Remote    ,27,66,3.0,Analytics       ,Retail    ,Open   
8297,Business Analyst   ,VisionData  ,Indore    ,717500,2-5    ,"Python, Pandas, Statistics, Tableau, Power BI                 ",MCA   ,Internship,126,331,3.1,Analytics       ,Retail    ,On Hold
8299,BI Developer       ,DataCorp    ,Bengaluru ,868800,2-5    ,"Power BI, Pandas, Statistics, SQL, Azure                      ",BCA   ,Contract  ,163,207,4.5,Business        ,Finance   ,Closed 
8301,Data Engineer      ,TechNova    ,Bengaluru ,1141000,2-5    ,"Power BI, Azure, SQL, Pandas                                  ",BSc   ,Internship,33,9,4.9,IT              ,Finance   ,Open   
8305,Business Analyst   ,ByteWorks   ,Hyderabad ,697800,Fresher,"NumPy, Azure, Python, SQL, Statistics                         ",BSc   ,Contract  ,170,366,3.5,AI              ,IT        ,Open   
8309,ML Engineer        ,FutureAI    ,Hyderabad ,754200,Fresher,"Python, Pandas, SQL                                           ",BCA   ,Contract  ,131,276,2.6,IT              ,Finance   ,Open   
8310,Data Scientist     ,DataCorp    ,Pune      ,1122300,1-3    ,"Python, Pandas, Machine Learning, SQL, Statistics             ",MCA   ,Remote    ,110,432,4.5,Data Engineering,Finance   ,Open   
8315,Data Scientist     ,TechNova    ,Bengaluru ,873500,Fresher,"Python, Machine Learning, NumPy, SQL, Excel, Azure            ",MCA   ,Remote    ,160,125,4.2,Data Engineering,E-commerce,Closed 
8319,Data Analyst       ,DataCorp    ,Bhopal    ,516200,1-3    ,"Machine Learning, Pandas, Statistics                          ",BSc   ,Internship,129,165,3.0,Data Engineering,IT        ,On Hold
8321,BI Developer       ,TechNova    ,Mumbai    ,882700,1-3    ,"Pandas, Tableau, SQL, Excel, NumPy                            ",BSc   ,Contract  ,172,236,4.7,Analytics       ,E-commerce,On Hold
8324,Data Scientist     ,SmartSoft   ,Bhopal    ,1002800,0-2    ,"Azure, Python, Pandas, Excel, NumPy                           ",BSc   ,Contract  ,68,395,2.6,Analytics       ,E-commerce,On Hold
8332,Business Analyst   ,TechNova    ,Pune      ,742700,Fresher,"Azure, Tableau, Python, Statistics, Excel, Machine Learning   ",B.Tech,Full Time ,63,330,4.3,Data Engineering,Healthcare,Closed 
8334,Data Scientist     ,VisionData  ,Bhopal    ,1196600,3-6    ,"Power BI, NumPy, Pandas, Azure                                ",M.Tech,Full Time ,103,38,3.3,Data Engineering,E-commerce,Closed 
8337,Business Analyst   ,SmartSoft   ,Hyderabad ,833300,Fresher,"Azure, Statistics, SQL, Python, Tableau                       ",BSc   ,Remote    ,19,212,3.2,Analytics       ,E-commerce,On Hold
8338,Data Scientist     ,ByteWorks   ,Indore    ,1140200,1-3    ,"Azure, Python, Excel                                          ",M.Tech,Full Time ,33,169,3.2,IT              ,Healthcare,On Hold
8339,ML Engineer        ,SmartSoft   ,Indore    ,1219500,5+     ,"Power BI, Python, Excel, Pandas                               ",B.Tech,Contract  ,82,163,5.0,AI              ,Finance   ,Closed 
8342,Power BI Developer ,ByteWorks   ,Chennai   ,1086000,3-6    ,"NumPy, Python, Azure                                          ",B.Tech,Contract  ,56,89,2.5,IT              ,IT        ,Open   
8346,Power BI Developer ,AnalyticsHub,Hyderabad ,672400,1-3    ,"SQL, Python, Pandas, Power BI, Machine Learning               ",B.Tech,Internship,150,136,3.7,Data Engineering,Finance   ,Open   
8350,Data Scientist     ,InsightIQ   ,Delhi     ,830500,Fresher,"Statistics, Tableau, Power BI, SQL, Machine Learning          ",B.Tech,Internship,43,437,3.3,AI              ,Retail    ,Closed 
8353,Power BI Developer ,ByteWorks   ,Chennai   ,763200,Fresher,"Azure, Power BI, Statistics, SQL, Python, Tableau             ",B.Tech,Full Time ,146,30,4.4,IT              ,Healthcare,On Hold
8357,SQL Developer      ,ByteWorks   ,Mumbai    ,866600,3-6    ,"NumPy, SQL, Excel                                             ",MCA   ,Internship,99,20,3.4,AI              ,Healthcare,On Hold
8360,Data Analyst       ,InsightIQ   ,Bengaluru ,811300,1-3    ,"Excel, NumPy, Pandas, Statistics, Azure, SQL                  ",BCA   ,Contract  ,18,205,3.8,Business        ,Healthcare,On Hold
8361,Data Engineer      ,ByteWorks   ,Indore    ,857800,Fresher,"Statistics, SQL, NumPy, Azure, Machine Learning, Power BI     ",BCA   ,Contract  ,64,143,3.2,IT              ,Finance   ,On Hold
8362,Data Analyst       ,DataCorp    ,Pune      ,652000,Fresher,"Pandas, Python, Tableau                                       ",BSc   ,Remote    ,49,15,3.6,Data Engineering,E-commerce,On Hold
8366,SQL Developer      ,AnalyticsHub,Indore    ,674900,Fresher,"Pandas, Python, Statistics                                    ",M.Tech,Internship,62,336,3.8,Data Engineering,Retail    ,Open   
8369,Data Engineer      ,ByteWorks   ,Pune      ,1374900,2-5    ,"Statistics, Pandas, Python                                    ",BCA   ,Contract  ,59,455,4.9,Analytics       ,Finance   ,Open   
8370,ML Engineer        ,InsightIQ   ,Pune      ,887500,0-2    ,"Tableau, Azure, Excel, Python, Pandas                         ",MCA   ,Contract  ,16,404,4.7,AI              ,Finance   ,Closed 
8373,Power BI Developer ,VisionData  ,Pune      ,1429200,5+     ,"Excel, Python, Azure, SQL                                     ",M.Tech,Contract  ,5,456,4.4,Business        ,Retail    ,Closed 
8374,BI Developer       ,InsightIQ   ,Hyderabad ,1283700,5+     ,"Tableau, Machine Learning, SQL, Pandas, Python                ",BCA   ,Remote    ,5,334,2.9,IT              ,E-commerce,Open   
8377,BI Developer       ,ByteWorks   ,Bhopal    ,730700,1-3    ,"Pandas, Tableau, Machine Learning, Power BI, Statistics       ",M.Tech,Internship,0,197,2.8,AI              ,E-commerce,On Hold
8379,Business Analyst   ,AnalyticsHub,Chennai   ,472300,Fresher,"Power BI, Pandas, SQL                                         ",BSc   ,Internship,161,469,2.7,Data Engineering,E-commerce,Open   
8382,Data Analyst       ,InsightIQ   ,Pune      ,635400,Fresher,"Machine Learning, Tableau, SQL, NumPy                         ",BSc   ,Full Time ,51,456,2.7,Business        ,IT        ,Open   
8385,Power BI Developer ,SmartSoft   ,Bhopal    ,663100,Fresher,"Azure, SQL, Statistics                                        ",B.Tech,Internship,95,489,4.5,Data Engineering,Retail    ,Closed 
8390,SQL Developer      ,ByteWorks   ,Chennai   ,646900,Fresher,"Tableau, SQL, Machine Learning, Azure, Excel, Python          ",BCA   ,Full Time ,90,330,2.7,IT              ,Finance   ,Closed 
8392,ML Engineer        ,DataCorp    ,Delhi     ,857200,1-3    ,"Machine Learning, Pandas, Power BI, Python                    ",BSc   ,Full Time ,123,251,3.8,Business        ,Healthcare,On Hold
8395,ML Engineer        ,VisionData  ,Hyderabad ,1214000,3-6    ,"Power BI, Pandas, Statistics, Machine Learning, Tableau, Excel",BCA   ,Full Time ,53,279,4.1,Business        ,Retail    ,Open   
8397,BI Developer       ,InsightIQ   ,Delhi     ,653600,Fresher,"Power BI, Machine Learning, Azure, Excel                      ",M.Tech,Remote    ,59,123,3.0,Business        ,Retail    ,On Hold
8404,Power BI Developer ,InsightIQ   ,Bengaluru ,852000,2-5    ,"Tableau, Python, Azure, NumPy, Pandas, SQL                    ",B.Tech,Full Time ,166,322,2.8,IT              ,Healthcare,Open   
8405,Business Analyst   ,VisionData  ,Delhi     ,785700,0-2    ,"Azure, SQL, Machine Learning                                  ",B.Tech,Full Time ,71,344,3.2,IT              ,Healthcare,On Hold
8407,Power BI Developer ,VisionData  ,Chennai   ,496000,Fresher,"Excel, Statistics, Machine Learning, SQL                      ",M.Tech,Internship,119,62,3.9,Data Engineering,IT        ,Closed 
8410,Data Scientist     ,AnalyticsHub,Indore    ,907200,Fresher,"Excel, NumPy, Statistics, Tableau, Machine Learning           ",MCA   ,Full Time ,60,222,2.9,Analytics       ,E-commerce,On Hold
8412,SQL Developer      ,InsightIQ   ,Pune      ,698300,Fresher,"Power BI, Tableau, Machine Learning, SQL                      ",B.Tech,Full Time ,126,142,2.6,Data Engineering,E-commerce,Open   
8414,Data Analyst       ,AnalyticsHub,Indore    ,998600,3-6    ,"Machine Learning, Excel, NumPy, Azure                         ",M.Tech,Contract  ,125,166,4.2,Business        ,IT        ,Open   
8416,Data Analyst       ,InsightIQ   ,Bhopal    ,677800,0-2    ,"Machine Learning, Tableau, Power BI, NumPy                    ",BCA   ,Full Time ,49,231,3.5,Analytics       ,E-commerce,Closed 
8418,Data Scientist     ,TechNova    ,Delhi     ,975000,Fresher,"SQL, Python, Machine Learning, Statistics                     ",B.Tech,Full Time ,1,266,2.8,Business        ,Retail    ,Closed 
8421,Data Scientist     ,SmartSoft   ,Mumbai    ,1099900,2-5    ,"Power BI, SQL, Machine Learning, Pandas, Tableau              ",BSc   ,Remote    ,102,149,2.9,AI              ,IT        ,Closed 
8424,Data Scientist     ,VisionData  ,Hyderabad ,916400,Fresher,"Machine Learning, SQL, Pandas, Power BI                       ",M.Tech,Contract  ,97,486,2.9,IT              ,Healthcare,Open   
8429,Business Analyst   ,FutureAI    ,Indore    ,795300,0-2    ,"Excel, NumPy, Tableau, Statistics, Python, Azure              ",B.Tech,Remote    ,60,123,3.8,Business        ,Finance   ,Open   
8432,SQL Developer      ,VisionData  ,Indore    ,814800,Fresher,"Power BI, Excel, Statistics, Tableau                          ",B.Tech,Full Time ,75,470,2.5,Data Engineering,Retail    ,Open   
8433,Business Analyst   ,VisionData  ,Mumbai    ,714600,1-3    ,"NumPy, SQL, Python, Tableau                                   ",M.Tech,Internship,72,53,4.4,Analytics       ,E-commerce,On Hold
8434,BI Developer       ,AnalyticsHub,Hyderabad ,669000,Fresher,"Statistics, Pandas, Power BI                                  ",MCA   ,Full Time ,81,108,2.7,IT              ,Healthcare,Closed 
8436,Data Engineer      ,AnalyticsHub,Indore    ,697000,1-3    ,"Azure, SQL, Tableau                                           ",BCA   ,Internship,171,279,2.9,AI              ,Healthcare,On Hold
8441,Business Analyst   ,AnalyticsHub,Pune      ,756200,0-2    ,"Pandas, SQL, Machine Learning, Tableau                        ",BCA   ,Remote    ,68,128,3.4,AI              ,E-commerce,On Hold
8443,Data Analyst       ,VisionData  ,Bengaluru ,735600,0-2    ,"NumPy, Machine Learning, Python, Excel                        ",B.Tech,Contract  ,145,220,5.0,Business        ,Finance   ,On Hold
8447,Data Scientist     ,SmartSoft   ,Pune      ,1069400,Fresher,"Azure, Power BI, Pandas, Statistics, Tableau                  ",MCA   ,Full Time ,38,374,3.6,Business        ,Healthcare,Open   
8448,Data Engineer      ,TechNova    ,Chennai   ,1041700,Fresher,"Python, Machine Learning, Statistics                          ",B.Tech,Full Time ,1,319,4.0,IT              ,Retail    ,On Hold
8450,ML Engineer        ,VisionData  ,Hyderabad ,1099100,2-5    ,"Power BI, Tableau, SQL, Pandas, Excel                         ",MCA   ,Full Time ,52,398,3.0,IT              ,E-commerce,Open   
8452,Business Analyst   ,ByteWorks   ,Bengaluru ,781800,Fresher,"Python, Power BI, Tableau, Statistics, Machine Learning, Azure",BCA   ,Contract  ,54,325,4.8,Data Engineering,Finance   ,Closed 
8453,Data Analyst       ,TechNova    ,Mumbai    ,726200,5+     ,"NumPy, Machine Learning, Pandas, Tableau, Statistics, Power BI",BSc   ,Internship,179,415,3.7,Analytics       ,Healthcare,Closed 
8458,Data Analyst       ,FutureAI    ,Bengaluru ,883600,3-6    ,"Azure, Machine Learning, Pandas                               ",BSc   ,Full Time ,87,189,2.6,Analytics       ,IT        ,Open   
8459,Data Analyst       ,FutureAI    ,Bhopal    ,1106100,5+     ,"Excel, Azure, SQL, Power BI, Python                           ",BCA   ,Contract  ,65,234,3.1,Data Engineering,Finance   ,Open   
8464,Power BI Developer ,VisionData  ,Hyderabad ,799500,0-2    ,"Excel, Python, Statistics, Machine Learning, Pandas           ",BSc   ,Contract  ,62,363,3.5,Data Engineering,Retail    ,Closed 
8466,Data Analyst       ,AnalyticsHub,Chennai   ,800200,1-3    ,"Python, Machine Learning, Tableau                             ",M.Tech,Remote    ,64,494,4.4,IT              ,Finance   ,On Hold
8467,BI Developer       ,InsightIQ   ,Hyderabad ,991900,3-6    ,"Power BI, Statistics, Azure, Tableau                          ",B.Tech,Internship,63,152,4.5,Business        ,Finance   ,Open   
8468,SQL Developer      ,SmartSoft   ,Delhi     ,647000,0-2    ,"Power BI, SQL, Python, Machine Learning, Azure, NumPy         ",B.Tech,Internship,59,243,3.2,Data Engineering,Healthcare,Closed 
8470,SQL Developer      ,VisionData  ,Indore    ,592200,Fresher,"Tableau, Excel, Azure, SQL, NumPy                             ",BSc   ,Internship,107,93,3.1,Data Engineering,Retail    ,Open   
8471,BI Developer       ,ByteWorks   ,Bhopal    ,718300,Fresher,"Statistics, Machine Learning, Tableau, SQL, Pandas, Excel     ",BSc   ,Full Time ,50,321,3.1,AI              ,Healthcare,Closed 
8477,SQL Developer      ,SmartSoft   ,Mumbai    ,967200,2-5    ,"Python, SQL, Machine Learning, Pandas, Tableau, Power BI      ",MCA   ,Contract  ,94,106,2.7,Data Engineering,IT        ,Open   
8479,Data Analyst       ,ByteWorks   ,Delhi     ,501400,Fresher,"Tableau, Machine Learning, Azure, Pandas, Excel, Statistics   ",B.Tech,Remote    ,128,185,2.9,Data Engineering,Retail    ,Closed 
8483,Business Analyst   ,TechNova    ,Hyderabad ,1014400,2-5    ,"NumPy, Statistics, Machine Learning, Excel, Tableau           ",BCA   ,Contract  ,33,102,3.7,Data Engineering,Finance   ,Open   
8484,Data Analyst       ,VisionData  ,Mumbai    ,969800,3-6    ,"Power BI, Excel, NumPy                                        ",M.Tech,Full Time ,52,384,2.8,Business        ,Healthcare,Open   
8485,BI Developer       ,DataCorp    ,Hyderabad ,1335500,5+     ,"Statistics, Excel, Power BI, Azure                            ",BSc   ,Full Time ,1,192,4.5,Business        ,E-commerce,Closed 
8487,Data Analyst       ,TechNova    ,Chennai   ,1085000,3-6    ,"SQL, Excel, Power BI                                          ",BCA   ,Remote    ,66,134,4.4,IT              ,E-commerce,Open   
8488,Data Engineer      ,DataCorp    ,Chennai   ,946000,0-2    ,"Excel, Python, SQL                                            ",B.Tech,Remote    ,165,69,4.1,IT              ,IT        ,Open   
8490,Data Scientist     ,ByteWorks   ,Bhopal    ,1274300,2-5    ,"SQL, Machine Learning, Excel, Azure, Power BI                 ",BCA   ,Remote    ,18,400,3.1,Business        ,E-commerce,On Hold
8492,Power BI Developer ,SmartSoft   ,Hyderabad ,938000,2-5    ,"Machine Learning, Excel, Pandas, Python                       ",B.Tech,Remote    ,124,370,3.9,AI              ,IT        ,On Hold
8493,Data Scientist     ,InsightIQ   ,Hyderabad ,1300300,2-5    ,"Statistics, Azure, Machine Learning                           ",MCA   ,Contract  ,30,283,4.6,AI              ,Finance   ,Closed 
8494,BI Developer       ,ByteWorks   ,Indore    ,864400,1-3    ,"NumPy, SQL, Power BI, Tableau, Machine Learning, Excel        ",M.Tech,Full Time ,120,391,3.7,Data Engineering,Healthcare,Closed 
8496,Data Analyst       ,DataCorp    ,Delhi     ,448600,Fresher,"NumPy, Tableau, Power BI, Machine Learning, Azure             ",M.Tech,Internship,78,54,3.8,IT              ,E-commerce,On Hold
8498,Business Analyst   ,ByteWorks   ,Pune      ,894700,2-5    ,"Machine Learning, Pandas, Statistics, Power BI                ",M.Tech,Full Time ,144,466,4.3,AI              ,Healthcare,On Hold
8499,Data Engineer      ,ByteWorks   ,Bengaluru ,1314600,5+     ,"SQL, Tableau, Statistics, NumPy, Azure, Pandas                ",MCA   ,Full Time ,166,464,4.0,Business        ,E-commerce,Open   
8501,SQL Developer      ,ByteWorks   ,Mumbai    ,864400,Fresher,"NumPy, Azure, Power BI, Machine Learning, Statistics, SQL     ",MCA   ,Contract  ,23,339,3.5,AI              ,Finance   ,On Hold
8503,BI Developer       ,TechNova    ,Chennai   ,721500,0-2    ,"Python, Azure, Power BI                                       ",MCA   ,Contract  ,148,249,4.2,Analytics       ,IT        ,On Hold
8507,BI Developer       ,TechNova    ,Bhopal    ,722200,0-2    ,"Tableau, Python, SQL, Excel, Power BI                         ",BSc   ,Internship,133,297,4.4,Analytics       ,Finance   ,Open   
8515,Data Analyst       ,InsightIQ   ,Bhopal    ,651000,0-2    ,"SQL, Power BI, Machine Learning, Azure, Tableau               ",BCA   ,Full Time ,126,10,4.4,AI              ,Retail    ,Open   
8517,Data Engineer      ,SmartSoft   ,Chennai   ,1230200,3-6    ,"Statistics, Pandas, Python, SQL                               ",B.Tech,Contract  ,101,7,3.0,Analytics       ,E-commerce,Open   
8523,Data Analyst       ,VisionData  ,Delhi     ,919900,3-6    ,"Statistics, NumPy, Azure, SQL                                 ",BSc   ,Contract  ,106,367,3.7,IT              ,E-commerce,On Hold
8525,Data Engineer      ,AnalyticsHub,Bengaluru ,1011300,1-3    ,"Pandas, Excel, Tableau                                        ",BSc   ,Contract  ,46,208,2.6,Analytics       ,IT        ,Closed 
8527,SQL Developer      ,DataCorp    ,Delhi     ,899500,2-5    ,"NumPy, SQL, Power BI, Machine Learning, Excel                 ",BSc   ,Internship,101,303,4.3,AI              ,Healthcare,Open   
8528,SQL Developer      ,FutureAI    ,Hyderabad ,1024000,1-3    ,"Power BI, Machine Learning, SQL, NumPy, Python                ",B.Tech,Full Time ,62,94,4.1,AI              ,IT        ,Open   
8531,Data Scientist     ,ByteWorks   ,Chennai   ,899900,Fresher,"NumPy, Azure, Excel, Statistics, Python                       ",BCA   ,Internship,39,59,4.5,Analytics       ,Retail    ,On Hold
8533,Power BI Developer ,InsightIQ   ,Bhopal    ,1005100,0-2    ,"Python, Excel, Statistics, SQL                                ",MCA   ,Remote    ,51,484,4.3,Data Engineering,IT        ,Open   
8534,ML Engineer        ,VisionData  ,Bhopal    ,931600,1-3    ,"SQL, Excel, Machine Learning                                  ",MCA   ,Full Time ,175,315,4.7,Business        ,Finance   ,Open   
8537,Data Engineer      ,TechNova    ,Bengaluru ,1284300,3-6    ,"Azure, SQL, Excel                                             ",B.Tech,Remote    ,24,425,3.0,AI              ,Retail    ,On Hold
8539,Data Analyst       ,InsightIQ   ,Indore    ,463200,Fresher,"Azure, Excel, Statistics, Tableau, NumPy, SQL                 ",M.Tech,Internship,56,359,3.3,Business        ,Retail    ,Closed 
8540,Data Scientist     ,ByteWorks   ,Bhopal    ,677600,Fresher,"Azure, Machine Learning, NumPy, Excel, Tableau, Statistics    ",BCA   ,Internship,109,326,3.3,Data Engineering,E-commerce,On Hold
